0 0.000000 0.000000 0 0.100000 0.099833 0 0.200000 0.198669 0 0.300000 0.295520 0 0.400000 0.389418 0 0.500000 0.479426 0 0.600000 0.564642 0 0.700000 0.644218 0 0.800000 0.717356 0 0.900000 0.783327 0 1.000000 0.841471 0 1.100000 0.891207 0 1.200000 0.932039 0 1.300000 0.963558 0 1.400000 0.985450 0 1.500000 0.997495 0 1.600000 0.999574 0 1.700000 0.991665 0 1.800000 0.973848 0 1.900000 0.946300 0 2.000000 0.909297 0 2.100000 0.863209 0 2.200000 0.808496 0 2.300000 0.745705 0 2.400000 0.675463 0 2.500000 0.598472 0 2.600000 0.515501 0 2.700000 0.427380 0 2.800000 0.334988 0 2.900000 0.239249 0
1 0.100000 0.099833 0 0.200000 0.198669 0 0.300000 0.295520 0 0.400000 0.389418 0 0.500000 0.479426 0 0.600000 0.564642 0 0.700000 0.644218 0 0.800000 0.717356 0 0.900000 0.783327 0 1.000000 0.841471 0 1.100000 0.891207 0 1.200000 0.932039 0 1.300000 0.963558 0 1.400000 0.985450 0 1.500000 0.997495 0 1.600000 0.999574 0 1.700000 0.991665 0 1.800000 0.973848 0 1.900000 0.946300 0 2.000000 0.909297 0 2.100000 0.863209 0 2.200000 0.808496 0 2.300000 0.745705 0 2.400000 0.675463 0 2.500000 0.598472 0 2.600000 0.515501 0 2.700000 0.427380 0 2.800000 0.334988 0 2.900000 0.239249 0 3.000000 0.141120 0
2 0.200000 0.198669 0 0.300000 0.295520 0 0.400000 0.389418 0 0.500000 0.479426 0 0.600000 0.564642 0 0.700000 0.644218 0 0.800000 0.717356 0 0.900000 0.783327 0 1.000000 0.841471 0 1.100000 0.891207 0 1.200000 0.932039 0 1.300000 0.963558 0 1.400000 0.985450 0 1.500000 0.997495 0 1.600000 0.999574 0 1.700000 0.991665 0 1.800000 0.973848 0 1.900000 0.946300 0 2.000000 0.909297 0 2.100000 0.863209 0 2.200000 0.808496 0 2.300000 0.745705 0 2.400000 0.675463 0 2.500000 0.598472 0 2.600000 0.515501 0 2.700000 0.427380 0 2.800000 0.334988 0 2.900000 0.239249 0 3.000000 0.141120 0 3.100000 0.041581 0
3 0.300000 0.295520 0 0.400000 0.389418 0 0.500000 0.479426 0 0.600000 0.564642 0 0.700000 0.644218 0 0.800000 0.717356 0 0.900000 0.783327 0 1.000000 0.841471 0 1.100000 0.891207 0 1.200000 0.932039 0 1.300000 0.963558 0 1.400000 0.985450 0 1.500000 0.997495 0 1.600000 0.999574 0 1.700000 0.991665 0 1.800000 0.973848 0 1.900000 0.946300 0 2.000000 0.909297 0 2.100000 0.863209 0 2.200000 0.808496 0 2.300000 0.745705 0 2.400000 0.675463 0 2.500000 0.598472 0 2.600000 0.515501 0 2.700000 0.427380 0 2.800000 0.334988 0 2.900000 0.239249 0 3.000000 0.141120 0 3.100000 0.041581 0 3.200000 -0.058374 0
4 0.400000 0.389418 0 0.500000 0.479426 0 0.600000 0.564642 0 0.700000 0.644218 0 0.800000 0.717356 0 0.900000 0.783327 0 1.000000 0.841471 0 1.100000 0.891207 0 1.200000 0.932039 0 1.300000 0.963558 0 1.400000 0.985450 0 1.500000 0.997495 0 1.600000 0.999574 0 1.700000 0.991665 0 1.800000 0.973848 0 1.900000 0.946300 0 2.000000 0.909297 0 2.100000 0.863209 0 2.200000 0.808496 0 2.300000 0.745705 0 2.400000 0.675463 0 2.500000 0.598472 0 2.600000 0.515501 0 2.700000 0.427380 0 2.800000 0.334988 0 2.900000 0.239249 0 3.000000 0.141120 0 3.100000 0.041581 0 3.200000 -0.058374 0 3.300000 -0.157746 0
5 0.500000 0.479426 0 0.600000 0.564642 0 0.700000 0.644218 0 0.800000 0.717356 0 0.900000 0.783327 0 1.000000 0.841471 0 1.100000 0.891207 0 1.200000 0.932039 0 1.300000 0.963558 0 1.400000 0.985450 0 1.500000 0.997495 0 1.600000 0.999574 0 1.700000 0.991665 0 1.800000 0.973848 0 1.900000 0.946300 0 2.000000 0.909297 0 2.100000 0.863209 0 2.200000 0.808496 0 2.300000 0.745705 0 2.400000 0.675463 0 2.500000 0.598472 0 2.600000 0.515501 0 2.700000 0.427380 0 2.800000 0.334988 0 2.900000 0.239249 0 3.000000 0.141120 0 3.100000 0.041581 0 3.200000 -0.058374 0 3.300000 -0.157746 0 3.400000 -0.255541 0
6 0.600000 0.564642 0 0.700000 0.644218 0 0.800000 0.717356 0 0.900000 0.783327 0 1.000000 0.841471 0 1.100000 0.891207 0 1.200000 0.932039 0 1.300000 0.963558 0 1.400000 0.985450 0 1.500000 0.997495 0 1.600000 0.999574 0 1.700000 0.991665 0 1.800000 0.973848 0 1.900000 0.946300 0 2.000000 0.909297 0 2.100000 0.863209 0 2.200000 0.808496 0 2.300000 0.745705 0 2.400000 0.675463 0 2.500000 0.598472 0 2.600000 0.515501 0 2.700000 0.427380 0 2.800000 0.334988 0 2.900000 0.239249 0 3.000000 0.141120 0 3.100000 0.041581 0 3.200000 -0.058374 0 3.300000 -0.157746 0 3.400000 -0.255541 0 3.500000 -0.350783 0
7 0.700000 0.644218 0 0.800000 0.717356 0 0.900000 0.783327 0 1.000000 0.841471 0 1.100000 0.891207 0 1.200000 0.932039 0 1.300000 0.963558 0 1.400000 0.985450 0 1.500000 0.997495 0 1.600000 0.999574 0 1.700000 0.991665 0 1.800000 0.973848 0 1.900000 0.946300 0 2.000000 0.909297 0 2.100000 0.863209 0 2.200000 0.808496 0 2.300000 0.745705 0 2.400000 0.675463 0 2.500000 0.598472 0 2.600000 0.515501 0 2.700000 0.427380 0 2.800000 0.334988 0 2.900000 0.239249 0 3.000000 0.141120 0 3.100000 0.041581 0 3.200000 -0.058374 0 3.300000 -0.157746 0 3.400000 -0.255541 0 3.500000 -0.350783 0 3.600000 -0.442520 0
8 0.800000 0.717356 0 0.900000 0.783327 0 1.000000 0.841471 0 1.100000 0.891207 0 1.200000 0.932039 0 1.300000 0.963558 0 1.400000 0.985450 0 1.500000 0.997495 0 1.600000 0.999574 0 1.700000 0.991665 0 1.800000 0.973848 0 1.900000 0.946300 0 2.000000 0.909297 0 2.100000 0.863209 0 2.200000 0.808496 0 2.300000 0.745705 0 2.400000 0.675463 0 2.500000 0.598472 0 2.600000 0.515501 0 2.700000 0.427380 0 2.800000 0.334988 0 2.900000 0.239249 0 3.000000 0.141120 0 3.100000 0.041581 0 3.200000 -0.058374 0 3.300000 -0.157746 0 3.400000 -0.255541 0 3.500000 -0.350783 0 3.600000 -0.442520 0 3.700000 -0.529836 0
9 0.900000 0.783327 0 1.000000 0.841471 0 1.100000 0.891207 0 1.200000 0.932039 0 1.300000 0.963558 0 1.400000 0.985450 0 1.500000 0.997495 0 1.600000 0.999574 0 1.700000 0.991665 0 1.800000 0.973848 0 1.900000 0.946300 0 2.000000 0.909297 0 2.100000 0.863209 0 2.200000 0.808496 0 2.300000 0.745705 0 2.400000 0.675463 0 2.500000 0.598472 0 2.600000 0.515501 0 2.700000 0.427380 0 2.800000 0.334988 0 2.900000 0.239249 0 3.000000 0.141120 0 3.100000 0.041581 0 3.200000 -0.058374 0 3.300000 -0.157746 0 3.400000 -0.255541 0 3.500000 -0.350783 0 3.600000 -0.442520 0 3.700000 -0.529836 0 3.800000 -0.611858 0
